"OCEAN","REGION","MAJOR_GROUP","ORDER","FAMILY","SPECIES"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","COM"
"Indian","Indian Ocean, Eastern","PISCES","RAJIFORMES","","SRX"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","SBF"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","SBF"
"Pacific","Pacific, Southwest","PISCES","BELONIFORMES","BELONIDAE","BEN"
"Indian","Indian Ocean, Eastern","PISCES","BELONIFORMES","HEMIRAMPHIDAE","JKX"
"","Asia - Inland waters","AMPHIBIA, REPTILIA","ANURA","RANIDAE","FRG"
"","Asia - Inland waters","AMPHIBIA, REPTILIA","CROCODILIA","CROCODYLIDAE","CDP"
"Pacific","Pacific, Southwest","PISCES","RAJIFORMES","","SRX"
"Indian","Indian Ocean, Eastern","PISCES","CHIMAERIFORMES","CALLORHINCHIDAE","CHB"
"Indian","Indian Ocean, Eastern","CRUSTACEA","REPTANTIA","PALINURIDAE","LOA"
"Indian","Indian Ocean, Eastern","CRUSTACEA","REPTANTIA","PALINURIDAE","SLV"
"Pacific","Pacific, Southwest","CRUSTACEA","REPTANTIA","PALINURIDAE","LOG"
"Indian","Indian Ocean, Eastern","PLANTAE AQUATICAE","PHAEOPHYCEAE","","SWB"
"Pacific","Pacific, Western Central","PISCES","PISCES MISCELLANEA","","PPX"
"Pacific","Pacific, Southwest","PISCES","PISCES MISCELLANEA","","PPX"
"Indian","Indian Ocean, Eastern","PISCES","LAMNIFORMES","LAMNIDAE","POR"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","ZIPHIIDAE","TSW"
"Atlantic","Atlantic, Western Central","INVERTEBRATA AQUATICA","HOLOTHUROIDEA","","CUX"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","THALIACEA","SALPIDAE","SPX"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","ECHINODERMATA","","ECH"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","ASTEROIDEA","","STF"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","ECHINOIDEA","","URX"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","HOLOTHUROIDEA","","CUX"
"Pacific","Pacific, Western Central","PISCES","BELONIFORMES","HEMIRAMPHIDAE","JKX"
"Pacific","Pacific, Southwest","PISCES","BELONIFORMES","HEMIRAMPHIDAE","JKX"
"Southern","Indian Ocean, Antarctic","PISCES","LAMPRIFORMES","LAMPRIDAE","LAI"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","SCOPHTHALMIDAE","BLL"
"Indian","Indian Ocean, Eastern","MOLLUSCA","CEPHALOPODA","SEPIIDAE","CTL"
"Pacific","Pacific, Southwest","MOLLUSCA","CEPHALOPODA","SEPIIDAE","CTL"
"Atlantic","Atlantic, Western Central","MOLLUSCA","MOLLUSCA MISCELLANEA","","MSH"
"Atlantic","Atlantic, Western Central","INVERTEBRATA AQUATICA","ANTHOZOA","GORGONIIDAE","QAE"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","SCOMBRIDAE","BBM"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","GERREIDAE","MOJ"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","POMACANTHIDAE","OAZ"
"Indian","Indian Ocean, Western","PISCES","ACANTHUROIDEI","EPHIPPIDAE","BAT"
"Pacific","Pacific, Southwest","CRUSTACEA","NATANTIA","PENAEIDAE","PEN"
"Indian","Indian Ocean, Eastern","CRUSTACEA","NATANTIA","PENAEIDAE","ENS"
"Pacific","Pacific, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","ENS"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","SNA"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","BBM"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","KGX"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","SCOMBRIDAE","KAW"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","BET"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SFA"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SFA"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SFA"
"Indian","Indian Ocean, Western","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","RSK"
"Indian","Indian Ocean, Western","PISCES","RAJIFORMES","DASYATIDAE","STT"
"Indian","Indian Ocean, Western","CRUSTACEA","BRACHYURA","PORTUNIDAE","SCD"
"Indian","Indian Ocean, Western","CRUSTACEA","REPTANTIA","SCYLLARIDAE","THQ"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","PENAEIDAE","TIP"
"Southern","Indian Ocean, Antarctic","PISCES","PISCES MISCELLANEA","","SKX"
"Indian","Indian Ocean, Eastern","CRUSTACEA","REPTANTIA","PALINURIDAE","JSN"
"Indian","Indian Ocean, Eastern","CRUSTACEA","REPTANTIA","SCYLLARIDAE","LOS"
"Pacific","Pacific, Western Central","CRUSTACEA","REPTANTIA","SCYLLARIDAE","LOS"
"Pacific","Pacific, Southwest","CRUSTACEA","REPTANTIA","SCYLLARIDAE","LOS"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","POMATOMIDAE","BLU"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","POMATOMIDAE","BLU"
"Indian","Indian Ocean, Eastern","PISCES","PERCOIDEI","CARANGIDAE","HMG"
"Indian","Indian Ocean, Eastern","PISCES","PERCOIDEI","CARANGIDAE","TRZ"
"Southern","Indian Ocean, Antarctic","PISCES","LAMNIFORMES","LAMNIDAE","POR"
"Pacific","Pacific, Southwest","PISCES","LAMNIFORMES","LAMNIDAE","POR"
"Indian","Indian Ocean, Eastern","PISCES","CARCHARHINIFORMES","TRIAKIDAE","CTU"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","TRIAKIDAE","CTU"
"Indian","Indian Ocean, Eastern","PISCES","CARCHARHINIFORMES","TRIAKIDAE","GAG"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","TRIAKIDAE","GAG"
"Southern","Indian Ocean, Antarctic","PISCES","SQUALIFORMES","SQUALIDAE","SON"
"Southern","Indian Ocean, Antarctic","PISCES","SQUALIFORMES","SQUALIDAE","SHL"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","IRD"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","IDB"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","FAW"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","SCYPHOZOA","RHIZOSTOMIDAE","JEL"
"Indian","Indian Ocean, Eastern","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"Southern","Indian Ocean, Antarctic","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"Pacific","Pacific, Western Central","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"Indian","Indian Ocean, Western","PISCES","SCORPAENIFORMES","PLATYCEPHALIDAE","FLH"
"Pacific","Pacific, Southwest","CRUSTACEA","CRUSTACEA MISCELLANEA","","CRU"
"Indian","Indian Ocean, Eastern","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABR"
"Pacific","Pacific, Southwest","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABR"
"Indian","Indian Ocean, Eastern","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABX"
"Pacific","Pacific, Southwest","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABX"
"Southern","Indian Ocean, Antarctic","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Indian","Indian Ocean, Western","PISCES","CLUPEIFORMES","CLUPEIDAE","CNS"
"Indian","Indian Ocean, Western","PISCES","GONORYNCHIFORMES","CHANIDAE","MIL"
"Indian","Indian Ocean, Western","PISCES","PLEURONECTIFORMES","BOTHIDAE","OUN"
"Indian","Indian Ocean, Western","PISCES","SILURIFORMES","ARIIDAE","AUX"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","SERRANIDAE","EWY"
"Indian","Indian Ocean, Western","PISCES","STROMATEOIDEI, ANABANTOIDEI","ARIOMMATIDAE","DRI"
"Indian","Indian Ocean, Western","PISCES","BELONIFORMES","BELONIDAE","BAF"
"Indian","Indian Ocean, Western","PISCES","BELONIFORMES","BELONIDAE","BTS"
"Indian","Indian Ocean, Western","PISCES","BELONIFORMES","HEMIRAMPHIDAE","JKX"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FTE"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","RFR"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","VIV"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BLM"
"Indian","Indian Ocean, Western","MOLLUSCA","CEPHALOPODA","SEPIIDAE","IAH"
"Indian","Indian Ocean, Western","INVERTEBRATA AQUATICA","SCYPHOZOA","RHIZOSTOMIDAE","JEL"
"","Asia - Inland waters","PISCES","CLUPEIFORMES","CLUPEIDAE","HIL"
"Pacific","Pacific, Southwest","PISCES","CLUPEIFORMES","ENGRAULIDAE","ANX"
"Indian","Indian Ocean, Eastern","PISCES","CLUPEIFORMES","","CLU"
"Indian","Indian Ocean, Eastern","CRUSTACEA","REPTANTIA","NEPHROPIDAE","MWF"
"Pacific","Pacific, Western Central","CRUSTACEA","REPTANTIA","NEPHROPIDAE","MWF"
"Southern","Indian Ocean, Antarctic","CRUSTACEA","ANOMURA","LITHODIDAE","KCX"
"Indian","Indian Ocean, Eastern","CRUSTACEA","NATANTIA","PENAEIDAE","PBA"
"Pacific","Pacific, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","PBA"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","CARANGIDAE","TRZ"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","CARANGIDAE","TRZ"
"Indian","Indian Ocean, Eastern","PISCES","PERCOIDEI","CARANGIDAE","YTC"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","CARANGIDAE","YTC"
"Indian","Indian Ocean, Eastern","PISCES","SQUALIFORMES","PRISTIOPHORIDAE","PWS"
"Indian","Indian Ocean, Eastern","PISCES","SQUALIFORMES","SQUATINIDAE","ASK"
"Southern","Indian Ocean, Antarctic","PISCES","RAJIFORMES","RAJIDAE","SRR"
"Southern","Indian Ocean, Antarctic","PISCES","RAJIFORMES","RAJIDAE","BEA"
"Indian","Indian Ocean, Eastern","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","DCZ"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","DRR"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","MEW"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","DHI"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","DBZ"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"Indian","Indian Ocean, Eastern","MOLLUSCA","BIVALVIA","PTERIIDAE","OSH"
"Pacific","Pacific, Western Central","MOLLUSCA","BIVALVIA","PTERIIDAE","OSH"
"Southern","Indian Ocean, Antarctic","MOLLUSCA","GASTROPODA","","GAS"
"Indian","Indian Ocean, Eastern","MOLLUSCA","BIVALVIA","MYTILIDAE","MYA"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","MYTILIDAE","MYA"
"Southern","Indian Ocean, Antarctic","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Pacific","Pacific, Southwest","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Southern","Indian Ocean, Antarctic","MOLLUSCA","CEPHALOPODA","","CEP"
"Indian","Indian Ocean, Eastern","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Atlantic","Atlantic, Eastern Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","BSH"
"Pacific","Pacific, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","BSH"
"","Europe - Inland waters","PISCES","SILURIFORMES","SILURIDAE","SOM"
"","Europe - Inland waters","PISCES","GADIFORMES","GADIDAE","FBU"
"","Europe - Inland waters","PISCES","SALMONIFORMES","COREGONIDAE","WHF"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","MLS"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SPF"
"","Africa - Inland waters","PISCES","GOBIOIDEI","GOBIIDAE","FGX"
"","Africa - Inland waters","PISCES","OTHER PERCIFORMES","CHANNIDAE","FSN"
"Atlantic","Atlantic, Northeast","PISCES","SCORPAENIFORMES","TRIGLIDAE","GUX"
"","Europe - Inland waters","PISCES","PERCOIDEI","PERCIDAE","ACC"
"","Europe - Inland waters","PISCES","GASTEROSTEIFORMES","GASTEROSTEIDAE","GTA"
"","Europe - Inland waters","CRUSTACEA","REPTANTIA","ASTACIDAE","CRD"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","WIT"
"Atlantic","Atlantic, Northeast","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Atlantic","Atlantic, Eastern Central","PISCES","CLUPEIFORMES","PRISTIGASTERIDAE","ILI"
"","Africa - Inland waters","PISCES","CLUPEIFORMES","","DCX"
"Atlantic","Atlantic, Eastern Central","PISCES","ELOPIFORMES","ELOPIDAE","CEC"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","POL"
"Atlantic","Atlantic, Northeast","PISCES","LOPHIIFORMES","LOPHIIDAE","MNZ"
"Atlantic","Atlantic, Northeast","PISCES","PISCES MISCELLANEA","","SKH"
"Atlantic","Atlantic, Northeast","PISCES","PISCES MISCELLANEA","","GRO"
"Atlantic","Atlantic, Northeast","PISCES","PISCES MISCELLANEA","","PEL"
"","Europe - Inland waters","CRUSTACEA","REPTANTIA","ASTACIDAE","PCL"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","BWD"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","PHOCOENIDAE","PHR"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","BIB"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SAI"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CORYPHAENIDAE","DOL"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FBM"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FTE"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FRO"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","SRE"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","DAB"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","LEM"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","FLE"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","UCA"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","DRS"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","MORONIDAE","BSS"
"Atlantic","Atlantic, Northeast","PISCES","CLUPEIFORMES","","CLU"
"Atlantic","Atlantic, Northeast","CRUSTACEA","BRACHYURA","CANCRIDAE","CRE"
"Atlantic","Atlantic, Northeast","CRUSTACEA","REPTANTIA","NEPHROPIDAE","NEP"
"Atlantic","Atlantic, Northeast","CRUSTACEA","REPTANTIA","NEPHROPIDAE","LBE"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","BRB"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","MULLIDAE","MUR"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","LABRIDAE","WRA"
"Atlantic","Atlantic, Northeast","PISCES","TRACHINOIDEI","TRACHINIDAE","WEG"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","SOLEIDAE","SOL"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","SOLEIDAE","SOS"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","SCOPHTHALMIDAE","MEG"
"Pacific","Pacific, Southeast","PISCES","ZEIFORMES","CAPROIDAE","BOR"
"Atlantic","Atlantic, Eastern Central","PISCES","LOPHIIFORMES","LOPHIIDAE","MNZ"
"Atlantic","Atlantic, Western Central","CRUSTACEA","CRUSTACEA MISCELLANEA","","CRU"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCY"
"","Europe - Inland waters","PISCES","ESOCIFORMES","ESOCIDAE","FPI"
"","Africa - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCY"
"","Africa - Inland waters","PISCES","POLYPTERIFORMES","PROTOPTERIDAE","FLU"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","LETHRINIDAE","LTN"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","PAX"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","DEX"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","BRB"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","SBP"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","MULLIDAE","GOA"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","SCYLIORHINIDAE","SYC"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","SCYLIORHINIDAE","SYT"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","TRIAKIDAE","SDV"
"Atlantic","Atlantic, Northeast","PISCES","SQUALIFORMES","SQUALIDAE","DGS"
"Atlantic","Atlantic, Northeast","MOLLUSCA","GASTROPODA","BUCCINIDAE","WHE"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","SCOPHTHALMIDAE","TUR"
"Atlantic","Atlantic, Northeast","PISCES","ANGUILLIFORMES","CONGRIDAE","COE"
"Atlantic","Atlantic, Northeast","PISCES","ZEIFORMES","ZEIDAE","JOD"
"Atlantic","Atlantic, Northeast","PISCES","ZOARCOIDEI","ANARHICHADIDAE","CAA"
"Pacific","Pacific, Southeast","PISCES","GADIFORMES","MACROURIDAE","RTX"
"Indian","Indian Ocean, Eastern","PISCES","LAMNIFORMES","LAMNIDAE","SMA"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BLM"
"","Africa - Inland waters","PISCES","OSTEOGLOSSIFORMES","OSTEOGLOSSIDAE","HTN"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","CGO"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","ABK"
"","Europe - Inland waters","PISCES","SALMONIFORMES","SALMONIDAE","TRS"
"","Europe - Inland waters","PISCES","SALMONIFORMES","THYMALLIDAE","TLV"
"","Africa - Inland waters","PISCES","OSTEOGLOSSIFORMES","MORMYRIDAE","OEY"
"","Africa - Inland waters","PISCES","SILURIFORMES","BAGRIDAE","CST"
"","Africa - Inland waters","PISCES","SILURIFORMES","SCHILBEIDAE","ILP"
"","Africa - Inland waters","PISCES","SILURIFORMES","CLARIIDAE","CTO"
"","Africa - Inland waters","PISCES","SILURIFORMES","MOCHOKIDAE","CSY"
"Atlantic","Atlantic, Northeast","PISCES","SQUALIFORMES","SQUALIDAE","DGH"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJC"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJR"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJM"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJH"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJI"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJE"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJN"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","RAJIDAE","RJU"
"Atlantic","Atlantic, Northeast","MOLLUSCA","BIVALVIA","PECTINIDAE","SCE"
"Atlantic","Atlantic, Northeast","MOLLUSCA","CEPHALOPODA","SEPIIDAE","CTC"
"Atlantic","Atlantic, Northeast","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQC"
"Atlantic","Atlantic, Northeast","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Atlantic","Atlantic, Northeast","PISCES","SCORPAENIFORMES","TRIGLIDAE","GUU"
"Atlantic","Atlantic, Northeast","PISCES","SCORPAENIFORMES","TRIGLIDAE","GUR"
"Atlantic","Atlantic, Northeast","PISCES","SCORPAENIFORMES","TRIGLIDAE","GUG"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAX"
"Atlantic","Atlantic, Southwest","PISCES","OTHER PERCIFORMES","SPHYRAENIDAE","BAR"
"","America, South - Inland waters","CRUSTACEA","CRUSTACEA MISCELLANEA","","FCX"
"Atlantic","Atlantic, Southwest","CRUSTACEA","BRACHYURA","PORTUNIDAE","CRZ"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","ALA"
"","America, South - Inland waters","PISCES","PERCOIDEI","CICHLIDAE","CIX"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","POLYNEMIDAE","TGA"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","POLYNEMIDAE","GAL"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","POLYNEMIDAE","PET"
"Atlantic","Atlantic, Eastern Central","PISCES","ACANTHUROIDEI","EPHIPPIDAE","SPA"
"Atlantic","Atlantic, Eastern Central","PISCES","TETRAODONTIFORMES","TETRAODONTIDAE","PUX"
"","Africa - Inland waters","PISCES","CLUPEIFORMES","CLUPEIDAE","BOA"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","DCL"
"","America, South - Inland waters","MAMMALIA","ODONTOCETI","INIIDAE","BOT"
"","America, South - Inland waters","MAMMALIA","SIRENIA","TRICHECHIDAE","SEW"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","HAEMULIDAE","BRG"
"Atlantic","Atlantic, Western Central","MOLLUSCA","BIVALVIA","ARCIDAE","RQZ"
"Atlantic","Atlantic, Southwest","PISCES","BATRACHOIDIFORMES","BATRACHOIDIDAE","BAY"
"Atlantic","Atlantic, Eastern Central","AMPHIBIA, REPTILIA","TESTUDINES","","TTX"
"Atlantic","Atlantic, Eastern Central","INVERTEBRATA AQUATICA","HOLOTHUROIDEA","","CUX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","MAB"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","HAEMULIDAE","GRX"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","SCIAENIDAE","YNA"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","SCIAENIDAE","YNJ"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","SCIAENIDAE","YNE"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","SCIAENIDAE","YNV"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","SCIAENIDAE","WKX"
"Atlantic","Atlantic, Southwest","PISCES","OPHIDIIFORMES","OPHIDIIDAE","OPH"
"Atlantic","Atlantic, Southwest","PISCES","ZEIFORMES","ZEIDAE","JOS"
"Atlantic","Atlantic, Southwest","PISCES","PERCOIDEI","LOBOTIDAE","LOB"
"","America, South - Inland waters","PISCES","OSTEOGLOSSIFORMES","OSTEOGLOSSIDAE","ARP"
"","America, South - Inland waters","PISCES","OSTEOGLOSSIFORMES","OSTEOGLOSSIDAE","OOB"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","AXF"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","BNO"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","RRX"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","TPU"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","BRS"
"Atlantic","Atlantic, Southwest","PISCES","LAMNIFORMES","ALOPIIDAE","BTH"
"Atlantic","Atlantic, Southwest","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","OCS"
"Atlantic","Atlantic, Southwest","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","FAL"
"Atlantic","Atlantic, Southwest","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","TIG"
"Atlantic","Atlantic, Southwest","CRUSTACEA","REPTANTIA","PALINURIDAE","SLC"
"Atlantic","Atlantic, Southwest","CRUSTACEA","REPTANTIA","PALINURIDAE","SLV"
"Atlantic","Atlantic, Southwest","CRUSTACEA","NATANTIA","PENAEIDAE","PNT"
"Atlantic","Atlantic, Southwest","CRUSTACEA","NATANTIA","PENAEIDAE","PNB"
"Atlantic","Atlantic, Southwest","CRUSTACEA","NATANTIA","PENAEIDAE","PEN"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","KGX"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","FRZ"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","LTA"
"Pacific","Pacific, Western Central","PISCES","PLEURONECTIFORMES","PSETTODIDAE","HAI"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","SERRANIDAE","GPX"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","PRIACANTHIDAE","BIG"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","NEMIPTERIDAE","THB"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","HAEMULIDAE","GRX"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","CDX"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","MULLIDAE","GOX"
"Pacific","Pacific, Western Central","PISCES","ANGUILLIFORMES","MURAENESOCIDAE","PCX"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","KGX"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","FRZ"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","KAW"
